02B47	\bsimilarrightarrow	relation	reverse tilde operator above rightwards arrow
02B48	\rightarrowbackapprox	relation	rightwards arrow above reverse almost equal to
02B49	\similarleftarrow	relation	tilde operator above leftwards arrow
02B4A	\leftarrowapprox	relation	leftwards arrow above almost equal to
02B4B	\leftarrowbsimilar	relation	leftwards arrow above reverse tilde operator
02B4C	\rightarrowbsimilar	relation	righttwards arrow above reverse tilde operator
02B50	\medwhitestar	ordinal	white medium star
02B51	\medblackstar	ordinal	black medium star
02B52	\smwhitestar	ordinal	white small star
02B53	\rightpentagonblack	ordinal	black right-pointing pentagon
02B54	\rightpentagon	ordinal	white right-pointing pentagon
03012	\postalmark	ordinal	postal mark
03030	\hzigzag	ordinal	zigzag
1D400	\mbfA	letter	bold A
1D401	\mbfB	letter	bold B
1D402	\mbfC	letter	bold C
1D403	\mbfD	letter	bold D
1D404	\mbfE	letter	bold E
1D405	\mbfF	letter	bold F
1D406	\mbfG	letter	bold G
1D407	\mbfH	letter	bold H
1D408	\mbfI	letter	bold I
1D409	\mbfJ	letter	bold J
1D40A	\mbfK	letter	bold K
1D40B	\mbfL	letter	bold L
1D40C	\mbfM	letter	bold M
1D40D	\mbfN	letter	bold N
1D40E	\mbfO	letter	bold O
1D40F	\mbfP	letter	bold P
1D410	\mbfQ	letter	bold Q
1D411	\mbfR	letter	bold R
1D412	\mbfS	letter	bold S
1D413	\mbfT	letter	bold T
1D414	\mbfU	letter	bold U
1D415	\mbfV	letter	bold V
1D416	\mbfW	letter	bold W
1D417	\mbfX	letter	bold X
1D418	\mbfY	letter	bold Y
1D419	\mbfZ	letter	bold Z
1D41A	\mbfa	letter	bold a
1D41B	\mbfb	letter	bold b
1D41C	\mbfc	letter	bold c
1D41D	\mbfd	letter	bold d
1D41E	\mbfe	letter	bold e
1D41F	\mbff	letter	bold f
1D420	\mbfg	letter	bold g
1D421	\mbfh	letter	bold h
1D422	\mbfi	letter	bold i
1D423	\mbfj	letter	bold j
1D424	\mbfk	letter	bold k
1D425	\mbfl	letter	bold l
1D426	\mbfm	letter	bold m
1D427	\mbfn	letter	bold n
1D428	\mbfo	letter	bold o
1D429	\mbfp	letter	bold p
1D42A	\mbfq	letter	bold q
1D42B	\mbfr	letter	bold r
1D42C	\mbfs	letter	bold s
1D42D	\mbft	letter	bold t
1D42E	\mbfu	letter	bold u
1D42F	\mbfv	letter	bold v
1D430	\mbfw	letter	bold w
1D431	\mbfx	letter	bold x
1D432	\mbfy	letter	bold y
1D433	\mbfz	letter	bold z
1D434	\mitA	letter	italic A
1D435	\mitB	letter	italic B
1D436	\mitC	letter	italic C
1D437	\mitD	letter	italic D
1D438	\mitE	letter	italic E
1D439	\mitF	letter	italic F
1D43A	\mitG	letter	italic G
1D43B	\mitH	letter	italic H
1D43C	\mitI	letter	italic I
1D43D	\mitJ	letter	italic J
1D43E	\mitK	letter	italic K
1D43F	\mitL	letter	italic L
1D440	\mitM	letter	italic M
1D441	\mitN	letter	italic N
1D442	\mitO	letter	italic O
1D443	\mitP	letter	italic P
1D444	\mitQ	letter	italic Q
1D445	\mitR	letter	italic R
1D446	\mitS	letter	italic S
1D447	\mitT	letter	italic T
1D448	\mitU	letter	italic U
1D449	\mitV	letter	italic V
1D44A	\mitW	letter	italic W
1D44B	\mitX	letter	italic X
1D44C	\mitY	letter	italic Y
1D44D	\mitZ	letter	italic Z
1D44E	\mita	letter	italic a
1D44F	\mitb	letter	italic b
1D450	\mitc	letter	italic c
1D451	\mitd	letter	italic d
1D452	\mite	letter	italic e
1D453	\mitf	letter	italic f
1D454	\mitg	letter	italic g
1D456	\miti	letter	italic i
1D457	\mitj	letter	italic j
1D458	\mitk	letter	italic k
1D459	\mitl	letter	italic l
1D45A	\mitm	letter	italic m
1D45B	\mitn	letter	italic n
1D45C	\mito	letter	italic o
1D45D	\mitp	letter	italic p
1D45E	\mitq	letter	italic q
1D45F	\mitr	letter	italic r
1D460	\mits	letter	italic s
1D461	\mitt	letter	italic t
1D462	\mitu	letter	italic u
1D463	\mitv	letter	italic v
1D464	\mitw	letter	italic w
1D465	\mitx	letter	italic x
1D466	\mity	letter	italic y
1D467	\mitz	letter	italic z
1D468	\mbfitA	letter	bold iA
1D469	\mbfitB	letter	bold italic B
1D46A	\mbfitC	letter	bold italic C
1D46B	\mbfitD	letter	bold italic D
1D46C	\mbfitE	letter	bold italic E
1D46D	\mbfitF	letter	bold italic F
1D46E	\mbfitG	letter	bold italic G
1D46F	\mbfitH	letter	bold italic H
1D470	\mbfitI	letter	bold italic I
1D471	\mbfitJ	letter	bold italic J
1D472	\mbfitK	letter	bold italic K
1D473	\mbfitL	letter	bold italic L
1D474	\mbfitM	letter	bold italic M
1D475	\mbfitN	letter	bold italic N
1D476	\mbfitO	letter	bold italic O
1D477	\mbfitP	letter	bold italic P
1D478	\mbfitQ	letter	bold italic Q
1D479	\mbfitR	letter	bold italic R
1D47A	\mbfitS	letter	bold italic S
1D47B	\mbfitT	letter	bold italic T
1D47C	\mbfitU	letter	bold italic U
1D47D	\mbfitV	letter	bold italic V
1D47E	\mbfitW	letter	bold italic W
1D47F	\mbfitX	letter	bold italic X
1D480	\mbfitY	letter	bold italic Y
1D481	\mbfitZ	letter	bold italic Z
1D482	\mbfita	letter	bold italic a
1D483	\mbfitb	letter	bold italic b
1D484	\mbfitc	letter	bold italic c
1D485	\mbfitd	letter	bold italic d
1D486	\mbfite	letter	bold italic e
1D487	\mbfitf	letter	bold italic f
1D488	\mbfitg	letter	bold italic g
1D489	\mbfith	letter	bold italic h
1D48A	\mbfiti	letter	bold italic i
1D48B	\mbfitj	letter	bold italic j
1D48C	\mbfitk	letter	bold italic k
1D48D	\mbfitl	letter	bold italic l
1D48E	\mbfitm	letter	bold italic m
1D48F	\mbfitn	letter	bold italic n
1D490	\mbfito	letter	bold italic o
1D491	\mbfitp	letter	bold italic p
1D492	\mbfitq	letter	bold italic q
1D493	\mbfitr	letter	bold italic r
1D494	\mbfits	letter	bold italic s
1D495	\mbfitt	letter	bold italic t
1D496	\mbfitu	letter	bold italic u
1D497	\mbfitv	letter	bold italic v
1D498	\mbfitw	letter	bold italic w
1D499	\mbfitx	letter	bold italic x
1D49A	\mbfity	letter	bold italic y
1D49B	\mbfitz	letter	bold italic z
1D49C	\mscrA	letter	script A
1D49E	\mscrC	letter	script C
1D49F	\mscrD	letter	script D
1D4A2	\mscrG	letter	script G
1D4A5	\mscrJ	letter	script J
1D4A6	\mscrK	letter	script K
1D4A9	\mscrN	letter	script N
1D4AA	\mscrO	letter	script O
1D4AB	\mscrP	letter	script P
1D4AC	\mscrQ	letter	script Q
1D4AE	\mscrS	letter	script S
1D4AF	\mscrT	letter	script T
1D4B0	\mscrU	letter	script U
1D4B1	\mscrV	letter	script V
1D4B2	\mscrW	letter	script W
1D4B3	\mscrX	letter	script X
1D4B4	\mscrY	letter	script Y
1D4B5	\mscrZ	letter	script Z
1D4B6	\mscra	letter	script a
1D4B7	\mscrb	letter	script b
1D4B8	\mscrc	letter	script c
1D4B9	\mscrd	letter	script d
1D4BB	\mscrf	letter	script f
1D4BD	\mscrh	letter	script h
1D4BE	\mscri	letter	script i
1D4BF	\mscrj	letter	script j
1D4C0	\mscrk	letter	script k
1D4C1	\mscrl	letter	script l
1D4C2	\mscrm	letter	script m
1D4C3	\mscrn	letter	script n
1D4C5	\mscrp	letter	script p
1D4C6	\mscrq	letter	script q
1D4C7	\mscrr	letter	script r
1D4C8	\mscrs	letter	script s
1D4C9	\mscrt	letter	script t
1D4CA	\mscru	letter	script u
1D4CB	\mscrv	letter	script v
1D4CC	\mscrw	letter	script w
1D4CD	\mscrx	letter	script x
1D4CE	\mscry	letter	script y
1D4CF	\mscrz	letter	script z
1D4D0	\mbfscrA	letter	bold script A
1D4D1	\mbfscrB	letter	bold script B
1D4D2	\mbfscrC	letter	bold script C
1D4D3	\mbfscrD	letter	bold script D
1D4D4	\mbfscrE	letter	bold script E
1D4D5	\mbfscrF	letter	bold script F
1D4D6	\mbfscrG	letter	bold script G
1D4D7	\mbfscrH	letter	bold script H
1D4D8	\mbfscrI	letter	bold script I
1D4D9	\mbfscrJ	letter	bold script J
1D4DA	\mbfscrK	letter	bold script K
1D4DB	\mbfscrL	letter	bold script L
1D4DC	\mbfscrM	letter	bold script M
1D4DD	\mbfscrN	letter	bold script N
1D4DE	\mbfscrO	letter	bold script O
1D4DF	\mbfscrP	letter	bold script P
1D4E0	\mbfscrQ	letter	bold script Q
1D4E1	\mbfscrR	letter	bold script R
1D4E2	\mbfscrS	letter	bold script S
1D4E3	\mbfscrT	letter	bold script T
1D4E4	\mbfscrU	letter	bold script U
1D4E5	\mbfscrV	letter	bold script V
1D4E6	\mbfscrW	letter	bold script W
1D4E7	\mbfscrX	letter	bold script X
1D4E8	\mbfscrY	letter	bold script Y
1D4E9	\mbfscrZ	letter	bold script Z
1D4EA	\mbfscra	letter	bold script a
1D4EB	\mbfscrb	letter	bold script b
1D4EC	\mbfscrc	letter	bold script c
1D4ED	\mbfscrd	letter	bold script d
1D4EE	\mbfscre	letter	bold script e
1D4EF	\mbfscrf	letter	bold script f
1D4F0	\mbfscrg	letter	bold script g
1D4F1	\mbfscrh	letter	bold script h
1D4F2	\mbfscri	letter	bold script i
1D4F3	\mbfscrj	letter	bold script j
1D4F4	\mbfscrk	letter	bold script k
1D4F5	\mbfscrl	letter	bold script l
1D4F6	\mbfscrm	letter	bold script m
1D4F7	\mbfscrn	letter	bold script n
1D4F8	\mbfscro	letter	bold script o
1D4F9	\mbfscrp	letter	bold script p
1D4FA	\mbfscrq	letter	bold script q
1D4FB	\mbfscrr	letter	bold script r
1D4FC	\mbfscrs	letter	bold script s
1D4FD	\mbfscrt	letter	bold script t
1D4FE	\mbfscru	letter	bold script u
1D4FF	\mbfscrv	letter	bold script v
1D500	\mbfscrw	letter	bold script w
1D501	\mbfscrx	letter	bold script x
1D502	\mbfscry	letter	bold script y
1D503	\mbfscrz	letter	bold script z
1D504	\mfrakA	letter	fraktur A
1D505	\mfrakB	letter	fraktur B
1D507	\mfrakD	letter	fraktur D
1D508	\mfrakE	letter	fraktur E
1D509	\mfrakF	letter	fraktur F
1D50A	\mfrakG	letter	fraktur G
1D50D	\mfrakJ	letter	fraktur J
1D50E	\mfrakK	letter	fraktur K
1D50F	\mfrakL	letter	fraktur L
1D510	\mfrakM	letter	fraktur M
1D511	\mfrakN	letter	fraktur N
1D512	\mfrakO	letter	fraktur O
1D513	\mfrakP	letter	fraktur P
1D514	\mfrakQ	letter	fraktur Q
1D516	\mfrakS	letter	fraktur S
1D517	\mfrakT	letter	fraktur T
1D518	\mfrakU	letter	fraktur U
1D519	\mfrakV	letter	fraktur V
1D51A	\mfrakW	letter	fraktur W
1D51B	\mfrakX	letter	fraktur X
1D51C	\mfrakY	letter	fraktur Y
1D51E	\mfraka	letter	fraktur a
1D51F	\mfrakb	letter	fraktur b
1D520	\mfrakc	letter	fraktur c
1D521	\mfrakd	letter	fraktur d
1D522	\mfrake	letter	fraktur e
1D523	\mfrakf	letter	fraktur f
1D524	\mfrakg	letter	fraktur g
1D525	\mfrakh	letter	fraktur h
1D526	\mfraki	letter	fraktur i
1D527	\mfrakj	letter	fraktur j
1D528	\mfrakk	letter	fraktur k
1D529	\mfrakl	letter	fraktur l
1D52A	\mfrakm	letter	fraktur m
1D52B	\mfrakn	letter	fraktur n
1D52C	\mfrako	letter	fraktur o
1D52D	\mfrakp	letter	fraktur p
1D52E	\mfrakq	letter	fraktur q
1D52F	\mfrakr	letter	fraktur r
1D530	\mfraks	letter	fraktur s
1D531	\mfrakt	letter	fraktur t
1D532	\mfraku	letter	fraktur u
1D533	\mfrakv	letter	fraktur v
1D534	\mfrakw	letter	fraktur w
1D535	\mfrakx	letter	fraktur x
1D536	\mfraky	letter	fraktur y
1D537	\mfrakz	letter	fraktur z
1D538	\BbbA	letter	double-struct A
1D539	\BbbB	letter	double-struct B
1D53B	\BbbD	letter	double-struct D
1D53C	\BbbE	letter	double-struct E
1D53D	\BbbF	letter	double-struct F
1D53E	\BbbG	letter	double-struct G
1D540	\BbbI	letter	double-struct I
1D541	\BbbJ	letter	double-struct J
1D542	\BbbK	letter	double-struct K
1D543	\BbbL	letter	double-struct L
1D544	\BbbM	letter	double-struct M
1D546	\BbbO	letter	double-struct O
1D54A	\BbbS	letter	double-struct S
1D54B	\BbbT	letter	double-struct T
1D54C	\BbbU	letter	double-struct U
1D54D	\BbbV	letter	double-struct V
1D54E	\BbbW	letter	double-struct W
1D54F	\BbbX	letter	double-struct X
1D550	\BbbY	letter	double-struct Y
1D552	\Bbba	letter	double-struct a
1D553	\Bbbb	letter	double-struct b
1D554	\Bbbc	letter	double-struct c
1D555	\Bbbd	letter	double-struct d
1D556	\Bbbe	letter	double-struct e
1D557	\Bbbf	letter	double-struct f
1D558	\Bbbg	letter	double-struct g
1D559	\Bbbh	letter	double-struct h
1D55A	\Bbbi	letter	double-struct i
1D55B	\Bbbj	letter	double-struct j
1D55C	\Bbbk	letter	double-struct k
1D55D	\Bbbl	letter	double-struct l
1D55E	\Bbbm	letter	double-struct m
1D55F	\Bbbn	letter	double-struct n
1D560	\Bbbo	letter	double-struct o
1D561	\Bbbp	letter	double-struct p
1D562	\Bbbq	letter	double-struct q
1D563	\Bbbr	letter	double-struct r
1D564	\Bbbs	letter	double-struct s
1D565	\Bbbt	letter	double-struct t
1D566	\Bbbu	letter	double-struct u
1D567	\Bbbv	letter	double-struct v
1D568	\Bbbw	letter	double-struct w
1D569	\Bbbx	letter	double-struct x
1D56A	\Bbby	letter	double-struct y
1D56B	\Bbbz	letter	double-struct z
1D56C	\mbffrakA	letter	bold fraktur A
1D56D	\mbffrakB	letter	bold fraktur B
1D56E	\mbffrakC	letter	bold fraktur C
1D56F	\mbffrakD	letter	bold fraktur D
1D570	\mbffrakE	letter	bold fraktur E
1D571	\mbffrakF	letter	bold fraktur F
1D572	\mbffrakG	letter	bold fraktur G
1D573	\mbffrakH	letter	bold fraktur H
1D574	\mbffrakI	letter	bold fraktur I
1D575	\mbffrakJ	letter	bold fraktur J
1D576	\mbffrakK	letter	bold fraktur K
1D577	\mbffrakL	letter	bold fraktur L
1D578	\mbffrakM	letter	bold fraktur M
1D579	\mbffrakN	letter	bold fraktur N
1D57A	\mbffrakO	letter	bold fraktur O
1D57B	\mbffrakP	letter	bold fraktur P
1D57C	\mbffrakQ	letter	bold fraktur Q
1D57D	\mbffrakR	letter	bold fraktur R
1D57E	\mbffrakS	letter	bold fraktur S
1D57F	\mbffrakT	letter	bold fraktur T
1D580	\mbffrakU	letter	bold fraktur U
1D581	\mbffrakV	letter	bold fraktur V
1D582	\mbffrakW	letter	bold fraktur W
1D583	\mbffrakX	letter	bold fraktur X
1D584	\mbffrakY	letter	bold fraktur Y
1D585	\mbffrakZ	letter	bold fraktur Z
1D586	\mbffraka	letter	bold fraktur a
1D587	\mbffrakb	letter	bold fraktur b
1D588	\mbffrakc	letter	bold fraktur c
1D589	\mbffrakd	letter	bold fraktur d
1D58A	\mbffrake	letter	bold fraktur e
1D58B	\mbffrakf	letter	bold fraktur f
1D58C	\mbffrakg	letter	bold fraktur g
1D58D	\mbffrakh	letter	bold fraktur h
1D58E	\mbffraki	letter	bold fraktur i
1D58F	\mbffrakj	letter	bold fraktur j
1D590	\mbffrakk	letter	bold fraktur k
1D591	\mbffrakl	letter	bold fraktur l
1D592	\mbffrakm	letter	bold fraktur m
1D593	\mbffrakn	letter	bold fraktur n
1D594	\mbffrako	letter	bold fraktur o
1D595	\mbffrakp	letter	bold fraktur p
1D596	\mbffrakq	letter	bold fraktur q
1D597	\mbffrakr	letter	bold fraktur r
1D598	\mbffraks	letter	bold fraktur s
1D599	\mbffrakt	letter	bold fraktur t
1D59A	\mbffraku	letter	bold fraktur u
1D59B	\mbffrakv	letter	bold fraktur v
1D59C	\mbffrakw	letter	bold fraktur w
1D59D	\mbffrakx	letter	bold fraktur x
1D59E	\mbffraky	letter	bold fraktur y
1D59F	\mbffrakz	letter	bold fraktur z
1D5A0	\msansA	letter	sans-serif A
1D5A1	\msansB	letter	sans-serif B
1D5A2	\msansC	letter	sans-serif C
1D5A3	\msansD	letter	sans-serif D
1D5A4	\msansE	letter	sans-serif E
1D5A5	\msansF	letter	sans-serif F
1D5A6	\msansG	letter	sans-serif G
1D5A7	\msansH	letter	sans-serif H
1D5A8	\msansI	letter	sans-serif I
1D5A9	\msansJ	letter	sans-serif J
1D5AA	\msansK	letter	sans-serif K
1D5AB	\msansL	letter	sans-serif L
1D5AC	\msansM	letter	sans-serif M
1D5AD	\msansN	letter	sans-serif N
1D5AE	\msansO	letter	sans-serif O
1D5AF	\msansP	letter	sans-serif P
1D5B0	\msansQ	letter	sans-serif Q
1D5B1	\msansR	letter	sans-serif R
1D5B2	\msansS	letter	sans-serif S
1D5B3	\msansT	letter	sans-serif T
1D5B4	\msansU	letter	sans-serif U
1D5B5	\msansV	letter	sans-serif V
1D5B6	\msansW	letter	sans-serif W
1D5B7	\msansX	letter	sans-serif X
1D5B8	\msansY	letter	sans-serif Y
1D5B9	\msansZ	letter	sans-serif Z
1D5BA	\msansa	letter	sans-serif a
1D5BB	\msansb	letter	sans-serif b
1D5BC	\msansc	letter	sans-serif c
1D5BD	\msansd	letter	sans-serif d
1D5BE	\msanse	letter	sans-serif e
1D5BF	\msansf	letter	sans-serif f
1D5C0	\msansg	letter	sans-serif g
1D5C1	\msansh	letter	sans-serif h
1D5C2	\msansi	letter	sans-serif i
1D5C3	\msansj	letter	sans-serif j
1D5C4	\msansk	letter	sans-serif k
1D5C5	\msansl	letter	sans-serif l
1D5C6	\msansm	letter	sans-serif m
1D5C7	\msansn	letter	sans-serif n
1D5C8	\msanso	letter	sans-serif o
1D5C9	\msansp	letter	sans-serif p
1D5CA	\msansq	letter	sans-serif q
1D5CB	\msansr	letter	sans-serif r
1D5CC	\msanss	letter	sans-serif s
1D5CD	\msanst	letter	sans-serif t
1D5CE	\msansu	letter	sans-serif u
1D5CF	\msansv	letter	sans-serif v
1D5D0	\msansw	letter	sans-serif w
1D5D1	\msansx	letter	sans-serif x
1D5D2	\msansy	letter	sans-serif y
1D5D3	\msansz	letter	sans-serif z
1D5D4	\mbfsansA	letter	sans-serif bold A
1D5D5	\mbfsansB	letter	sans-serif bold B
1D5D6	\mbfsansC	letter	sans-serif bold C
1D5D7	\mbfsansD	letter	sans-serif bold D
1D5D8	\mbfsansE	letter	sans-serif bold E
1D5D9	\mbfsansF	letter	sans-serif bold F
1D5DA	\mbfsansG	letter	sans-serif bold G
1D5DB	\mbfsansH	letter	sans-serif bold H
1D5DC	\mbfsansI	letter	sans-serif bold I
1D5DD	\mbfsansJ	letter	sans-serif bold J
1D5DE	\mbfsansK	letter	sans-serif bold K
1D5DF	\mbfsansL	letter	sans-serif bold L
1D5E0	\mbfsansM	letter	sans-serif bold M
1D5E1	\mbfsansN	letter	sans-serif bold N
1D5E2	\mbfsansO	letter	sans-serif bold O
1D5E3	\mbfsansP	letter	sans-serif bold P
1D5E4	\mbfsansQ	letter	sans-serif bold Q
1D5E5	\mbfsansR	letter	sans-serif bold R
1D5E6	\mbfsansS	letter	sans-serif bold S
1D5E7	\mbfsansT	letter	sans-serif bold T
1D5E8	\mbfsansU	letter	sans-serif bold U
1D5E9	\mbfsansV	letter	sans-serif bold V
1D5EA	\mbfsansW	letter	sans-serif bold W
1D5EB	\mbfsansX	letter	sans-serif bold X
1D5EC	\mbfsansY	letter	sans-serif bold Y
1D5ED	\mbfsansZ	letter	sans-serif bold Z
1D5EE	\mbfsansa	letter	sans-serif bold a
1D5EF	\mbfsansb	letter	sans-serif bold b
1D5F0	\mbfsansc	letter	sans-serif bold c
1D5F1	\mbfsansd	letter	sans-serif bold d
1D5F2	\mbfsanse	letter	sans-serif bold e
1D5F3	\mbfsansf	letter	sans-serif bold f
1D5F4	\mbfsansg	letter	sans-serif bold g
1D5F5	\mbfsansh	letter	sans-serif bold h
1D5F6	\mbfsansi	letter	sans-serif bold i
1D5F7	\mbfsansj	letter	sans-serif bold j
1D5F8	\mbfsansk	letter	sans-serif bold k
1D5F9	\mbfsansl	letter	sans-serif bold l
1D5FA	\mbfsansm	letter	sans-serif bold m
1D5FB	\mbfsansn	letter	sans-serif bold n
1D5FC	\mbfsanso	letter	sans-serif bold o
1D5FD	\mbfsansp	letter	sans-serif bold p
1D5FE	\mbfsansq	letter	sans-serif bold q
1D5FF	\mbfsansr	letter	sans-serif bold r
1D600	\mbfsanss	letter	sans-serif bold s
1D601	\mbfsanst	letter	sans-serif bold t
1D602	\mbfsansu	letter	sans-serif bold u
1D603	\mbfsansv	letter	sans-serif bold v
1D604	\mbfsansw	letter	sans-serif bold w
1D605	\mbfsansx	letter	sans-serif bold x
1D606	\mbfsansy	letter	sans-serif bold y
1D607	\mbfsansz	letter	sans-serif bold z
1D608	\mitsansA	letter	sans-serif italic A
1D609	\mitsansB	letter	sans-serif italic B
1D60A	\mitsansC	letter	sans-serif italic C
1D60B	\mitsansD	letter	sans-serif italic D
1D60C	\mitsansE	letter	sans-serif italic E
1D60D	\mitsansF	letter	sans-serif italic F
1D60E	\mitsansG	letter	sans-serif italic G
1D60F	\mitsansH	letter	sans-serif italic H
1D610	\mitsansI	letter	sans-serif italic I
1D611	\mitsansJ	letter	sans-serif italic J
1D612	\mitsansK	letter	sans-serif italic K
1D613	\mitsansL	letter	sans-serif italic L
1D614	\mitsansM	letter	sans-serif italic M
1D615	\mitsansN	letter	sans-serif italic N
1D616	\mitsansO	letter	sans-serif italic O
1D617	\mitsansP	letter	sans-serif italic P
1D618	\mitsansQ	letter	sans-serif italic Q
1D619	\mitsansR	letter	sans-serif italic R
1D61A	\mitsansS	letter	sans-serif italic S
1D61B	\mitsansT	letter	sans-serif italic T
1D61C	\mitsansU	letter	sans-serif italic U
1D61D	\mitsansV	letter	sans-serif italic V
1D61E	\mitsansW	letter	sans-serif italic W
1D61F	\mitsansX	letter	sans-serif italic X
1D620	\mitsansY	letter	sans-serif italic Y
1D621	\mitsansZ	letter	sans-serif italic Z
1D622	\mitsansa	letter	sans-serif italic a
1D623	\mitsansb	letter	sans-serif italic b
1D624	\mitsansc	letter	sans-serif italic c
1D625	\mitsansd	letter	sans-serif italic d
1D626	\mitsanse	letter	sans-serif italic e
1D627	\mitsansf	letter	sans-serif italic f
1D628	\mitsansg	letter	sans-serif italic g
1D629	\mitsansh	letter	sans-serif italic h
1D62A	\mitsansi	letter	sans-serif italic i
1D62B	\mitsansj	letter	sans-serif italic j
1D62C	\mitsansk	letter	sans-serif italic k
1D62D	\mitsansl	letter	sans-serif italic l
1D62E	\mitsansm	letter	sans-serif italic m
1D62F	\mitsansn	letter	sans-serif italic n
1D630	\mitsanso	letter	sans-serif italic o
1D631	\mitsansp	letter	sans-serif italic p
1D632	\mitsansq	letter	sans-serif italic q
1D633	\mitsansr	letter	sans-serif italic r
1D634	\mitsanss	letter	sans-serif italic s
1D635	\mitsanst	letter	sans-serif italic t
1D636	\mitsansu	letter	sans-serif italic u
1D637	\mitsansv	letter	sans-serif italic v
1D638	\mitsansw	letter	sans-serif italic w
1D639	\mitsansx	letter	sans-serif italic x
1D63A	\mitsansy	letter	sans-serif italic y
1D63B	\mitsansz	letter	sans-serif italic z
1D63C	\mbfitsansA	letter	sans-serif bold italic A
1D63D	\mbfitsansB	letter	sans-serif bold italic B
1D63E	\mbfitsansC	letter	sans-serif bold italic C
1D63F	\mbfitsansD	letter	sans-serif bold italic D
1D640	\mbfitsansE	letter	sans-serif bold italic E
1D641	\mbfitsansF	letter	sans-serif bold italic F
1D642	\mbfitsansG	letter	sans-serif bold italic G
1D643	\mbfitsansH	letter	sans-serif bold italic H
1D644	\mbfitsansI	letter	sans-serif bold italic I
1D645	\mbfitsansJ	letter	sans-serif bold italic J
1D646	\mbfitsansK	letter	sans-serif bold italic K
1D647	\mbfitsansL	letter	sans-serif bold italic L
1D648	\mbfitsansM	letter	sans-serif bold italic M
1D649	\mbfitsansN	letter	sans-serif bold italic N
1D64A	\mbfitsansO	letter	sans-serif bold italic O
1D64B	\mbfitsansP	letter	sans-serif bold italic P
1D64C	\mbfitsansQ	letter	sans-serif bold italic Q
1D64D	\mbfitsansR	letter	sans-serif bold italic R
1D64E	\mbfitsansS	letter	sans-serif bold italic S
1D64F	\mbfitsansT	letter	sans-serif bold italic T
1D650	\mbfitsansU	letter	sans-serif bold italic U
1D651	\mbfitsansV	letter	sans-serif bold italic V
1D652	\mbfitsansW	letter	sans-serif bold italic W
1D653	\mbfitsansX	letter	sans-serif bold italic X
1D654	\mbfitsansY	letter	sans-serif bold italic Y
1D655	\mbfitsansZ	letter	sans-serif bold italic Z
1D656	\mbfitsansa	letter	sans-serif bold italic a
1D657	\mbfitsansb	letter	sans-serif bold italic b
1D658	\mbfitsansc	letter	sans-serif bold italic c
1D659	\mbfitsansd	letter	sans-serif bold italic d
1D65A	\mbfitsanse	letter	sans-serif bold italic e
1D65B	\mbfitsansf	letter	sans-serif bold italic f
1D65C	\mbfitsansg	letter	sans-serif bold italic g
1D65D	\mbfitsansh	letter	sans-serif bold italic h
1D65E	\mbfitsansi	letter	sans-serif bold italic i
1D65F	\mbfitsansj	letter	sans-serif bold italic j
1D660	\mbfitsansk	letter	sans-serif bold italic k
1D661	\mbfitsansl	letter	sans-serif bold italic l
1D662	\mbfitsansm	letter	sans-serif bold italic m
1D663	\mbfitsansn	letter	sans-serif bold italic n
1D664	\mbfitsanso	letter	sans-serif bold italic o
1D665	\mbfitsansp	letter	sans-serif bold italic p
1D666	\mbfitsansq	letter	sans-serif bold italic q
1D667	\mbfitsansr	letter	sans-serif bold italic r
1D668	\mbfitsanss	letter	sans-serif bold italic s
1D669	\mbfitsanst	letter	sans-serif bold italic t
1D66A	\mbfitsansu	letter	sans-serif bold italic u
1D66B	\mbfitsansv	letter	sans-serif bold italic v
1D66C	\mbfitsansw	letter	sans-serif bold italic w
1D66D	\mbfitsansx	letter	sans-serif bold italic x
1D66E	\mbfitsansy	letter	sans-serif bold italic y
1D66F	\mbfitsansz	letter	sans-serif bold italic z
1D670	\mttA	letter	monospace A
1D671	\mttB	letter	monospace B
1D672	\mttC	letter	monospace C
1D673	\mttD	letter	monospace D
1D674	\mttE	letter	monospace E
1D675	\mttF	letter	monospace F
1D676	\mttG	letter	monospace G
1D677	\mttH	letter	monospace H
1D678	\mttI	letter	monospace I
1D679	\mttJ	letter	monospace J
1D67A	\mttK	letter	monospace K
1D67B	\mttL	letter	monospace L
1D67C	\mttM	letter	monospace M
1D67D	\mttN	letter	monospace N
1D67E	\mttO	letter	monospace O
1D67F	\mttP	letter	monospace P
1D680	\mttQ	letter	monospace Q
1D681	\mttR	letter	monospace R
1D682	\mttS	letter	monospace S
1D683	\mttT	letter	monospace T
1D684	\mttU	letter	monospace U
1D685	\mttV	letter	monospace V
1D686	\mttW	letter	monospace W
1D687	\mttX	letter	monospace X
1D688	\mttY	letter	monospace Y
1D689	\mttZ	letter	monospace Z
1D68A	\mtta	letter	monospace a
1D68B	\mttb	letter	monospace b
1D68C	\mttc	letter	monospace c
1D68D	\mttd	letter	monospace d
1D68E	\mtte	letter	monospace e
1D68F	\mttf	letter	monospace f
1D690	\mttg	letter	monospace g
1D691	\mtth	letter	monospace h
1D692	\mtti	letter	monospace i
1D693	\mttj	letter	monospace j
1D694	\mttk	letter	monospace k
1D695	\mttl	letter	monospace l
1D696	\mttm	letter	monospace m
1D697	\mttn	letter	monospace n
1D698	\mtto	letter	monospace o
1D699	\mttp	letter	monospace p
1D69A	\mttq	letter	monospace q
1D69B	\mttr	letter	monospace r
1D69C	\mtts	letter	monospace s
